name,host_id,host_identity_verified,host_name,neighbourhood_group,neighbourhood,lat,long,country,country_code,instant_bookable,cancellation_policy,room_type,construction_year,price,service_fee,minimum_nights,number_of_reviews,last_review
Hells Kitchen Garden of Eden,71445626554,verified,Ellis,Manhattan,Hell's Kitchen,40.76248,-73.9913,United States,US,1,flexible,Private room,2014,72.0,14.0,3.0,36.0,2019-06-14
"Historic House Boerum Hill, BK, NYC",51050931496,verified,Wright,Brooklyn,Boerum Hill,40.68674,-73.98876,United States,US,1,moderate,Entire home/apt,2013,162.0,32.0,4.0,6.0,2016-02-05
Lovely 3 bedroom in Italianate Brownstone w/garden,74406592227,verified,Mason,Brooklyn,Clinton Hill,40.6848,-73.96219,United States,US,0,flexible,Entire home/apt,2006,701.0,140.0,6.0,14.0,2019-04-20
"Williamsburg HUGE, PRIVATE BATH - Next to Train!",20607602860,unconfirmed,Ross,Brooklyn,Williamsburg,40.70516,-73.95455,United States,US,1,moderate,Private room,2021,566.0,113.0,14.0,76.0,2019-03-31
The Brooklyn Waverly,93223250385,unconfirmed,Tucker,Brooklyn,Clinton Hill,40.68613,-73.96536,United States,US,0,flexible,Entire home/apt,2017,332.0,66.0,5.0,0.0,
"WONDERFUL, COMFORTABLE STUDIO",81851894009,unconfirmed,Casey,Brooklyn,Bedford-Stuyvesant,40.68048,-73.94911,United States,US,1,moderate,Entire home/apt,2013,174.0,35.0,3.0,218.0,2019-06-28
"Modern, Safe, Clean, Bright Room in Astoria for 2",53540437335,verified,Higgins,Queens,Astoria,40.75961,-73.91117,United States,US,1,moderate,Private room,2003,292.0,58.0,1.0,42.0,2019-07-06
LARGE 1BR (CONV 2BR) CROWN HEIGHTS,66643346348,verified,Russell,Brooklyn,Crown Heights,40.67473,-73.94494,United States,US,0,flexible,Entire home/apt,2003,1142.0,228.0,30.0,0.0,
"MANHATTAN Neat, Nice, Bright ROOM",81492867264,verified,Phillips,Manhattan,Washington Heights,40.85295,-73.93361,United States,US,0,flexible,Private room,2021,50.0,10.0,2.0,136.0,2019-06-17
Large Brand New Park Slope 1BR,2038352340,unconfirmed,Andrews,Brooklyn,Gowanus,40.66918,-73.99187,United States,US,0,flexible,Entire home/apt,2006,575.0,115.0,7.0,98.0,2019-06-28
Colorful Artistic Williamsburg Apt,59139947513,verified,Parker,Brooklyn,Williamsburg,40.71125,-73.95613,United States,US,1,strict,Private room,2011,99.0,20.0,3.0,31.0,2019-03-01
UWS Brownstone Near Central Park,97440036171,verified,Grant,Manhattan,Upper West Side,40.78558,-73.9696,United States,US,0,moderate,Entire home/apt,2012,52.0,10.0,21.0,45.0,2018-01-01
Artsy TopFloor Apt in PRIME BEDFORD Williamsburg,47892993006,unconfirmed,Mason,Brooklyn,Williamsburg,40.71577,-73.96053,United States,US,1,moderate,Entire home/apt,2019,964.0,193.0,3.0,124.0,2019-06-26
2 BR w/ Terrace @ Box House Hotel,51169192919,unconfirmed,Dixon,Brooklyn,Greenpoint,40.73861,-73.95485,United States,US,0,flexible,Private room,2004,68.0,14.0,3.0,9.0,2018-05-19
BOHEMIAN EAST VILLAGE 2 BED HAVEN,9878435050,unconfirmed,Montgomery,Manhattan,East Village,40.72577,-73.98745,United States,US,1,moderate,Entire home/apt,2017,549.0,110.0,5.0,166.0,2019-05-27
Oceanfront Apartment in Rockaway,81066007591,verified,Reed,Queens,Rockaway Beach,40.58615,-73.81245,United States,US,0,flexible,Private room,2011,438.0,88.0,27.0,13.0,2015-09-21
Private 1-Bedroom Apt in Townhouse,92401344286,verified,Johnston,Brooklyn,Crown Heights,40.67086,-73.94872,United States,US,1,moderate,Entire home/apt,2006,490.0,98.0,30.0,15.0,2019-01-05
Bright Room With A Great River View,94733064515,verified,Lloyd,Manhattan,Harlem,40.82773,-73.95231,United States,US,1,strict,Private room,2013,1137.0,227.0,3.0,380.0,2019-06-26
Tree lined block modern apartment,25094598253,verified,Rogers,Brooklyn,Bedford-Stuyvesant,40.68505,-73.95684,United States,US,0,flexible,Entire home/apt,2016,1170.0,234.0,2.0,86.0,2019-06-16
Sweet Historic Greenpoint Duplex,29523917719,unconfirmed,Miller,Brooklyn,Greenpoint,40.72911,-73.95493,United States,US,1,strict,Entire home/apt,2011,753.0,151.0,3.0,248.0,2019-06-20
Riverside Charm with Fire Place,55463847321,verified,Cole,Manhattan,Upper West Side,40.77944,-73.98567,United States,US,1,strict,Entire home/apt,2014,369.0,74.0,5.0,49.0,2019-06-19
"Very Central, Nomad/Chelsea Loft Studio",67967578281,unconfirmed,Kelly,Manhattan,Midtown,40.74503,-73.98876,United States,US,1,strict,Entire home/apt,2022,508.0,102.0,18.0,54.0,2019-07-03
Sunny 3BR Apt Ideal for Family,19967814023,unconfirmed,Foster,Brooklyn,Crown Heights,40.67539,-73.96093,United States,US,1,flexible,Entire home/apt,2003,443.0,89.0,7.0,3.0,2013-01-01
Cozy Private Room in West Harlem!,47844092672,verified,Higgins,Manhattan,Harlem,40.8054,-73.95189,United States,US,0,strict,Private room,2005,947.0,189.0,1.0,1.0,2016-01-02
UES Quiet & Spacious 1 bdrm for 4,16999172748,unconfirmed,Richardson,Manhattan,Upper East Side,40.78491,-73.9508,United States,US,0,flexible,Entire home/apt,2021,857.0,171.0,2.0,56.0,2018-12-28
ALL ABOUT A VERY COMFORTABLE ROOM..,42067422922,verified,Wells,Brooklyn,Fort Greene,40.69088,-73.97307,United States,US,0,flexible,Private room,2018,861.0,172.0,2.0,163.0,2019-05-24
Brooklyn- Crown Heights Garden Apt.,11659629495,unconfirmed,Kelley,Brooklyn,Crown Heights,40.67555,-73.95057,United States,US,1,strict,Private room,2010,536.0,107.0,2.0,247.0,2019-06-21
Cozy room in Time Square!,44133572709,verified,Williams,Manhattan,Hell's Kitchen,40.75835,-73.99193,United States,US,1,moderate,Private room,2017,690.0,138.0,10.0,116.0,2019-05-11
Large Park Slope Townhouse Duplex,36919388172,unconfirmed,Mitchell,Brooklyn,South Slope,40.66527,-73.9886,United States,US,0,flexible,Entire home/apt,2003,971.0,194.0,14.0,27.0,2019-05-19
Lower East Side 2 Bedroom Apt,60675986023,verified,West,Manhattan,Lower East Side,40.71895,-73.99434,United States,US,0,strict,Entire home/apt,2008,696.0,139.0,1.0,52.0,2019-06-08
"Manhattan Studio, Perfect Location",44123434263,unconfirmed,Smith,Manhattan,Midtown,40.75579,-73.96699,United States,US,0,flexible,Entire home/apt,2014,1188.0,238.0,6.0,39.0,2018-09-24
Spacious Brooklyn Loft - 2 Bedroom,38478718480,verified,Fowler,Brooklyn,Williamsburg,40.72063,-73.95952,United States,US,1,flexible,Entire home/apt,2010,586.0,117.0,2.0,29.0,2019-06-23
"Park Slope Apt:, Spacious 2 bedroom",84147864821,unconfirmed,Smith,Brooklyn,Park Slope,40.67644,-73.98082,United States,US,1,strict,Entire home/apt,2017,608.0,122.0,2.0,23.0,2016-05-02
NYC Studio for Rent in Townhouse,40348053102,unconfirmed,Tucker,Manhattan,Harlem,40.80481,-73.94794,United States,US,0,strict,Entire home/apt,2015,964.0,193.0,2.0,142.0,2019-06-16
⚡Quiet Gem w/roof deck on NY's Hottest Street⚡,91864950988,verified,Holmes,Manhattan,East Village,40.72533,-73.99143,United States,US,1,strict,Entire home/apt,2010,154.0,31.0,2.0,70.0,2019-07-01
Authentic New York City Living,5274414000,verified,Allen,Brooklyn,Bedford-Stuyvesant,40.68569,-73.93038,United States,US,1,strict,Private room,2008,132.0,26.0,2.0,38.0,2019-06-03
SUPER BIG AND COZY PRIVATE BEDROOM,50336791874,verified,Tucker,Brooklyn,Kensington,40.64302,-73.97255,United States,US,0,flexible,Private room,2015,779.0,156.0,1.0,82.0,2019-05-19
☆Massive DUPLEX☆ 2BR & 2BTH East Village 9+ Guests,67025449634,unconfirmed,Higgins,Manhattan,East Village,40.72939,-73.98857,United States,US,1,moderate,Entire home/apt,2014,619.0,124.0,2.0,403.0,2019-07-07
Gorgeous Upper West Side Apartment,86170800318,unconfirmed,Cameron,Manhattan,Upper West Side,40.79918,-73.96607,United States,US,1,moderate,Private room,2018,1155.0,231.0,1.0,3.0,2014-11-06
Sunny and Spacious Designer's Home,30424058431,verified,Victoria,Brooklyn,Greenpoint,40.72212,-73.94254,United States,US,1,flexible,Entire home/apt,2022,1015.0,203.0,5.0,8.0,2018-07-08
"Spacious,Sunny, private one bedroom",9133292331,verified,Martin,Brooklyn,Crown Heights,40.67456,-73.95151,United States,US,1,strict,Entire home/apt,2005,507.0,101.0,20.0,70.0,2019-01-31
Charming Nolita Apartment!!,7389895192,verified,Belinda,Manhattan,Nolita,40.72094,-73.99706,United States,US,0,flexible,Entire home/apt,2008,874.0,175.0,10.0,68.0,2019-06-10
"EAST VILLAGE STUDIO, sunny & quiet",16078198788,unconfirmed,Camila,Manhattan,East Village,40.72485,-73.97813,United States,US,1,strict,Entire home/apt,2009,589.0,118.0,4.0,22.0,2014-11-10
LUXURY OF THE HORIZON,11305561400,unconfirmed,Dexter,Manhattan,Harlem,40.80473,-73.9532,United States,US,0,strict,Entire home/apt,2018,725.0,145.0,8.0,17.0,2019-05-18
Artsy 1 bedroom Apt. 20 min to 42nd Grand Central!,10971876811,unconfirmed,Darcy,Bronx,Woodlawn,40.89747,-73.8639,United States,US,1,moderate,Entire home/apt,2010,811.0,162.0,1.0,197.0,2019-06-23
Lower East Side 2 Bed Apt.,69167978555,unconfirmed,Albert,Manhattan,Lower East Side,40.72008,-73.98404,United States,US,0,strict,Entire home/apt,2019,935.0,187.0,4.0,19.0,2019-07-06
Astoria-Private Home NYC-,95697755445,unconfirmed,Marcus,Queens,Astoria,40.75725,-73.91098,United States,US,1,flexible,Entire home/apt,2016,465.0,93.0,1.0,414.0,2019-07-03
"BIG, COMFY , PRIV. ROOM, BIG APT, YARD, GREAT LOC.",6842214402,unconfirmed,Haris,Brooklyn,Williamsburg,40.7102,-73.94495,United States,US,0,moderate,Private room,2012,256.0,51.0,2.0,8.0,2018-12-11
Park Slope Apartment,85374559998,verified,Luke,Brooklyn,Park Slope,40.67359,-73.97904,United States,US,1,flexible,Entire home/apt,2005,716.0,143.0,2.0,0.0,
CHARMING PRIVATE BEDROOM EAST VILLAGE,25500353504,verified,Miranda,Manhattan,East Village,40.72674,-73.9782,United States,US,0,flexible,Private room,2007,1196.0,239.0,7.0,25.0,2019-02-12
City Room - Semi Private Bedroom,39254540312,unconfirmed,Melissa,Manhattan,Harlem,40.81156,-73.94571,United States,US,1,moderate,Private room,2003,448.0,90.0,3.0,119.0,2019-05-28
Cozy apartment in a brownstone,81186886194,verified,Adelaide,Manhattan,Harlem,40.80497,-73.95016,United States,US,0,moderate,Entire home/apt,2021,920.0,184.0,12.0,203.0,2019-07-06
Female Only Clean15min to Manhattan,14904883782,unconfirmed,Aida,Queens,Sunnyside,40.7385,-73.91806,United States,US,1,strict,Private room,2017,805.0,161.0,30.0,53.0,2018-11-16
Greenpoint Spacious Loft,77788716550,verified,Lenny,Brooklyn,Greenpoint,40.72937,-73.95671,United States,US,0,flexible,Entire home/apt,2008,859.0,172.0,2.0,104.0,2019-06-16
Private E. Village Townhouse Stay,35414988368,unconfirmed,Walter,Manhattan,East Village,40.72587,-73.98438,United States,US,0,moderate,Private room,2008,691.0,138.0,3.0,175.0,2019-06-28
Harlem/Hamilton Heights Cozy Room,58292705877,unconfirmed,Sawyer,Manhattan,Harlem,40.82426,-73.9463,United States,US,1,flexible,Private room,2006,693.0,139.0,3.0,38.0,2018-05-08
Incredible Prime Williamsburg Loft!,40716509666,verified,Kevin,Brooklyn,Williamsburg,40.71624,-73.96272,United States,US,1,strict,Entire home/apt,2010,747.0,149.0,30.0,39.0,2019-05-02
Large  Loft Style  Studio  Space,25614229826,verified,Penelope,Brooklyn,Bedford-Stuyvesant,40.68101,-73.94081,United States,US,0,flexible,Entire home/apt,2020,906.0,181.0,30.0,88.0,2019-06-16
Entire Apt in Heart of Williamsburg,49315683762,verified,Heather,Brooklyn,Williamsburg,40.71534,-73.95914,United States,US,0,flexible,Entire home/apt,2022,252.0,50.0,5.0,117.0,2019-06-29
Clinton Hill + Free Coffee = #smile,51816754540,verified,Fenton,Brooklyn,Clinton Hill,40.68288,-73.96024,United States,US,0,moderate,Private room,2017,718.0,144.0,3.0,43.0,2019-05-20
Red Room for two in Brownstone for $1355/mo,43465301578,verified,Gianna,Brooklyn,Bedford-Stuyvesant,40.6798,-73.93908,United States,US,1,moderate,Private room,2017,857.0,171.0,1.0,39.0,2019-06-24
"Chelsea living, 2BR best location",42275596201,unconfirmed,Kirsten,Manhattan,Chelsea,40.74346,-73.99882,United States,US,0,flexible,Private room,2004,839.0,168.0,2.0,37.0,2019-07-03
LOCATION LOCATION LOCATION UWS 60's,61131560985,verified,Freddie,Manhattan,Upper West Side,40.77724,-73.98109,United States,US,1,flexible,Entire home/apt,2021,1126.0,225.0,3.0,10.0,2019-01-01
In the heart of East Village,65849605461,verified,Adam,Manhattan,East Village,40.72972,-73.97995,United States,US,1,strict,Entire home/apt,2020,166.0,33.0,2.0,103.0,2019-06-24
Sunny 15min to Manhattan LADY only,90186098837,verified,Honey,Queens,Sunnyside,40.74102,-73.91681,United States,US,0,moderate,Private room,2004,330.0,66.0,30.0,41.0,2019-06-01
Surfer room 15mins to downtown NYC!,83903389887,verified,Eleanor,Brooklyn,Williamsburg,40.71309,-73.94128,United States,US,0,flexible,Private room,2018,225.0,45.0,6.0,3.0,2014-08-31
Manhattan Penthouse-Max.12 guests,64685280889,unconfirmed,Lydia,Manhattan,Harlem,40.83096,-73.94633,United States,US,1,strict,Entire home/apt,2010,839.0,168.0,3.0,227.0,2019-06-26
Spacious Quiet rm - 20mins to Midtown,60243935879,unconfirmed,Sarah,Manhattan,Washington Heights,40.84468,-73.94303,United States,US,1,strict,Private room,2016,409.0,82.0,30.0,34.0,2019-06-15
Charming upper west side apartment,89878315253,unconfirmed,Alen,Manhattan,Upper West Side,40.77886,-73.98042,United States,US,1,strict,Entire home/apt,2022,410.0,82.0,2.0,129.0,2019-06-07
Light-filled East Village Delight,11984398378,unconfirmed,Dainton,Manhattan,East Village,40.72578,-73.97879,United States,US,0,moderate,Entire home/apt,2021,229.0,46.0,3.0,147.0,2019-06-30
"Sunny, quiet, legal homelike suite-Pk Slope South",69029062217,unconfirmed,Jessica,Brooklyn,South Slope,40.66085,-73.98537,United States,US,0,moderate,Entire home/apt,2017,1060.0,212.0,28.0,101.0,2019-07-01
Spacious Duplex in Brownstone!,15494932228,verified,Lana,Manhattan,East Harlem,40.80113,-73.94503,United States,US,0,moderate,Entire home/apt,2006,1046.0,209.0,2.0,11.0,2016-01-02
Lovely Vintage Haven—Heart of UWS,1640832963,verified,Valeria,Manhattan,Upper West Side,40.78569,-73.97581,United States,US,0,strict,Entire home/apt,2010,114.0,23.0,30.0,11.0,2013-10-15
Very close to Downtown Awesome Private Apartment,7445813909,unconfirmed,Antony,Brooklyn,Gravesend,40.60452,-73.97103,United States,US,1,flexible,Entire home/apt,2021,762.0,152.0,7.0,0.0,
"Fort Greene, Brooklyn: Front Bedroom",88429217001,verified,Maria,Brooklyn,Fort Greene,40.68768,-73.97611,United States,US,0,moderate,Private room,2017,277.0,55.0,2.0,35.0,2019-07-02
Gorgeous 1 bdrm in huge duplex!,80917711958,verified,Julian,Manhattan,Harlem,40.80224,-73.94558,United States,US,1,moderate,Private room,2016,424.0,85.0,2.0,17.0,2015-10-01
"Sunny, cozy room in Lower East Side",84473709196,verified,Lucia,Manhattan,Lower East Side,40.71473,-73.98842,United States,US,0,flexible,Private room,2016,435.0,87.0,3.0,3.0,2016-02-15
Cozy Pre-War Harlem Apartment,88013998883,verified,Daniel,Manhattan,Harlem,40.80827,-73.95329,United States,US,1,flexible,Shared room,2019,67.0,13.0,3.0,168.0,2019-07-06
spacious studio,60622441965,verified,Edwin,Brooklyn,Greenpoint,40.72901,-73.95812,United States,US,1,strict,Private room,2012,590.0,118.0,3.0,241.0,2019-06-24
"Elegant 2-BR duplex, Union Square",44367748174,verified,Albert,Manhattan,Gramercy,40.73476,-73.98452,United States,US,0,flexible,Entire home/apt,2016,365.0,73.0,2.0,105.0,2019-06-23
Cozy private family home in Bushwick,84893152286,unconfirmed,Adison,Brooklyn,Bushwick,40.69055,-73.92357,United States,US,1,strict,Entire home/apt,2011,314.0,63.0,2.0,11.0,2018-10-28
Luxury 2Bed/2.5Bath Central Park View,96286267716,verified,Walter,Manhattan,Upper West Side,40.7735,-73.98697,United States,US,1,moderate,Entire home/apt,2003,1139.0,228.0,30.0,30.0,2018-05-05
Cosy Sunny 1brm in Prospect Heights,17180989319,verified,Ted,Brooklyn,Crown Heights,40.67505,-73.95969,United States,US,0,moderate,Entire home/apt,2009,638.0,128.0,3.0,31.0,2018-10-23
East Village bedroom w rooftop,17802908936,verified,Kate,Manhattan,East Village,40.72974,-73.98201,United States,US,0,moderate,Private room,2014,1051.0,210.0,4.0,49.0,2019-05-07
Williamsburg Home Away From Home!,58444192906,unconfirmed,Ned,Brooklyn,Williamsburg,40.70925,-73.95425,United States,US,0,flexible,Entire home/apt,2015,164.0,33.0,4.0,23.0,2019-04-13
Brand New Beautiful Duplex Apartment with Garden,26436280092,verified,Chelsea,Brooklyn,Greenpoint,40.72315,-73.95226,United States,US,1,strict,Entire home/apt,2020,586.0,117.0,2.0,20.0,2019-06-24
"PRIME, Luxury, Spacious 2 Bedroom Apt in Chelsea",29253854739,verified,Cherry,Manhattan,Chelsea,40.73939,-73.99612,United States,US,0,strict,Entire home/apt,2022,828.0,166.0,10.0,18.0,2019-06-24
SPACIOUS ALCOVE STUDIO/ JUNIOR ONE,46404652822,unconfirmed,Honey,Manhattan,Kips Bay,40.74112,-73.97686,United States,US,1,flexible,Entire home/apt,2005,600.0,120.0,6.0,90.0,2019-06-23
High-end doorman bldg in the LES,58667832089,verified,Annabella,Manhattan,Lower East Side,40.72019,-73.98217,United States,US,1,moderate,Private room,2011,700.0,140.0,2.0,99.0,2019-06-27
Spring & Mulberry 2 Bedroom Apartment,70418022717,verified,Lucia,Manhattan,Nolita,40.72133,-73.99666,United States,US,1,strict,Entire home/apt,2006,623.0,125.0,1.0,6.0,2019-06-28
Ultra Modern NYC Garden Apartment,4056781803,verified,Steven,Queens,Astoria,40.75744,-73.92163,United States,US,1,moderate,Entire home/apt,2015,1135.0,227.0,30.0,21.0,2018-12-01
Modern Garden Apartment in NYC,84486431830,verified,Adelaide,Queens,Astoria,40.75695,-73.9202,United States,US,0,strict,Entire home/apt,2013,331.0,66.0,30.0,24.0,2019-04-04
Gorgeous Entire Manhattan Townhouse,26719503238,verified,James,Manhattan,Harlem,40.8296,-73.94651,United States,US,0,flexible,Entire home/apt,2014,271.0,54.0,2.0,111.0,2019-06-02
Cozy studio Apartment in Upper East,30563131860,unconfirmed,Kimberly,Manhattan,East Harlem,40.79056,-73.9468,United States,US,0,strict,Entire home/apt,2014,217.0,43.0,2.0,86.0,2019-06-20
Historic classic central cozy Village clean NYU,75745621560,unconfirmed,Maximilian,Manhattan,West Village,40.73631,-73.99977,United States,US,0,moderate,Entire home/apt,2020,613.0,123.0,15.0,66.0,2019-04-29
A PRIVATE FLAT / APARTMENT- $SPECIAL$,25554233693,unconfirmed,Alford,Bronx,Allerton,40.86466,-73.85709,United States,US,0,strict,Entire home/apt,2008,73.0,15.0,2.0,271.0,2019-06-20
Williamsburg bedroom by Bedford Ave,45711651598,unconfirmed,Lana,Brooklyn,Williamsburg,40.71312,-73.96199,United States,US,1,flexible,Private room,2008,1057.0,211.0,2.0,227.0,2019-06-18
Clean and bright with a comfortable atmosphere,50368029517,unconfirmed,Henry,Brooklyn,Williamsburg,40.71297,-73.94336,United States,US,1,flexible,Private room,2005,546.0,109.0,4.0,80.0,2019-07-06
WEST VILLAGE LRG CLEAN SUNNY PRIVATE BDRM,55683633907,unconfirmed,Reid,Manhattan,West Village,40.73712,-74.00166,United States,US,1,moderate,Private room,2004,88.0,18.0,30.0,5.0,2018-12-03
Historic Brooklyn Studio Apartment,64185966058,unconfirmed,Miley,Brooklyn,Bedford-Stuyvesant,40.69242,-73.95097,United States,US,0,strict,Entire home/apt,2012,833.0,167.0,2.0,187.0,2019-06-10
Room in Chic Modern High Line Luxury- New!,20510598547,verified,Adrian,Manhattan,Chelsea,40.74695,-74.00454,United States,US,0,moderate,Private room,2011,440.0,88.0,4.0,1.0,2014-04-20
Family & Friends in New York City,9750353852,unconfirmed,Emma,Brooklyn,East New York,40.67497,-73.87305,United States,US,1,moderate,Entire home/apt,2011,1181.0,236.0,3.0,177.0,2019-06-29
Spacious & Comfy BK Brownstone,57100781847,verified,Leonardo,Brooklyn,Crown Heights,40.66788,-73.94813,United States,US,0,flexible,Entire home/apt,2010,923.0,185.0,4.0,90.0,2019-06-30
Large Luxury Upper East Side Studio,11373673042,verified,Cadie,Manhattan,Upper East Side,40.76684,-73.95944,United States,US,1,flexible,Entire home/apt,2014,858.0,172.0,7.0,39.0,2019-07-07
Chateau Style Brooklyn Loft for Singles or Couples,2631536622,verified,Carlos,Brooklyn,Bedford-Stuyvesant,40.68967,-73.95445,United States,US,0,moderate,Entire home/apt,2022,413.0,83.0,3.0,42.0,2019-05-18
